Serial number of record	ID	Instrument	Prize	Px_fill	Side	Status
6548	0x5c0	EURUSD 	1.2	1.177	 Sell	Done
6549	0x1540	EURPLN 	4.5	4.483	 Sell	New
6550	0x1540	EURPLN 	4.5	4.483	 Sell	In_process
6551	0x1540	EURPLN 	4.5	4.483	 Sell	 PartialFill
6552	0x1540	EURPLN 	4.5	4.483	 Sell	Done
6553	0x31e	EURCHF 	1.08	1.139	 Sell	New
6554	0x31e	EURCHF 	1.08	1.139	 Sell	In_process
6555	0x31e	EURCHF 	1.08	1.139	 Sell	 Cansel
6556	0x31e	EURCHF 	1.08	1.139	 Sell	Done
6557	0x335	EURUSD 	1.2	1.173	Buy	New
6558	0x335	EURUSD 	1.2	1.173	Buy	In_process
6559	0x335	EURUSD 	1.2	1.173	Buy	Fill
6560	0x335	EURUSD 	1.2	1.173	Buy	Done
6561	0xcbb	AUDUSD 	0.76	0.848	Buy	New
6562	0xcbb	AUDUSD 	0.76	0.848	Buy	In_process
6563	0xcbb	AUDUSD 	0.76	0.848	Buy	 Cansel
6564	0xcbb	AUDUSD 	0.76	0.848	Buy	Done
6565	0x1ce	EURJPY 	126.39	126.390	 Sell	New
6566	0x1ce	EURJPY 	126.39	126.390	 Sell	In_process
6567	0x1ce	EURJPY 	126.39	126.390	 Sell	 PartialFill
6568	0x1ce	EURJPY 	126.39	126.390	 Sell	Done
6569	0x677	USDJPY 	105.02	105.560	 Sell	New
6570	0x677	USDJPY 	105.02	105.560	 Sell	In_process
6571	0x677	USDJPY 	105.02	105.560	 Sell	 PartialFill
6572	0x677	USDJPY 	105.02	105.560	 Sell	Done
6573	0x21a	GBRJPY 	143.61	144.390	Buy	New
6574	0x21a	GBRJPY 	143.61	144.390	Buy	In_process
6575	0x21a	GBRJPY 	143.61	144.390	Buy	 Cansel
6576	0x21a	GBRJPY 	143.61	144.390	Buy	Done
6577	0xe34	EURCHF 	1.08	1.080	 Sell	New
6578	0xe34	EURCHF 	1.08	1.080	 Sell	In_process
6579	0xe34	EURCHF 	1.08	1.080	 Sell	Fill
6580	0xe34	EURCHF 	1.08	1.080	 Sell	Done
6581	0xf86	EURUSD 	1.2	1.174	Buy	New
6582	0xf86	EURUSD 	1.2	1.174	Buy	In_process
6583	0xf86	EURUSD 	1.2	1.174	Buy	 Cansel
6584	0xf86	EURUSD 	1.2	1.174	Buy	Done
6585	0xd18	EURJPY 	126.39	127.070	 Sell	New
6586	0xd18	EURJPY 	126.39	127.070	 Sell	In_process
6587	0xd18	EURJPY 	126.39	127.070	 Sell	 PartialFill
6588	0xd18	EURJPY 	126.39	127.070	 Sell	Done
6589	0x1095	USDCHF 	0.9	0.861	Buy	New
6590	0x1095	USDCHF 	0.9	0.861	Buy	In_process
6591	0x1095	USDCHF 	0.9	0.861	Buy	Fill
6592	0x1095	USDCHF 	0.9	0.861	Buy	Done
6593	0x6a7	GBRJPY 	143.61	144.360	 Sell	New
6594	0x6a7	GBRJPY 	143.61	144.360	 Sell	In_process
6595	0x6a7	GBRJPY 	143.61	144.360	 Sell	Fill
6596	0x6a7	GBRJPY 	143.61	144.360	 Sell	Done
6597	0x15fa	GBRJPY 	143.61	143.610	Buy	New
6598	0x15fa	GBRJPY 	143.61	143.610	Buy	In_process
6599	0x15fa	GBRJPY 	143.61	143.610	Buy	 PartialFill
6600	0x15fa	GBRJPY 	143.61	143.610	Buy	Done
6601	0x8f1	GBPUSD 	1.37	1.336	Buy	New
6602	0x8f1	GBPUSD 	1.37	1.336	Buy	In_process
6603	0x8f1	GBPUSD 	1.37	1.336	Buy	Fill
6604	0x395	EURCHF 	1.08	1.137	 Sell	New
6605	0x395	EURCHF 	1.08	1.137	 Sell	In_process
6606	0x395	EURCHF 	1.08	1.137	 Sell	 Cansel
6607	0x505	USDCAD 	0.78	0.879	Buy	New
6608	0x505	USDCAD 	0.78	0.879	Buy	In_process
6609	0x505	USDCAD 	0.78	0.879	Buy	Fill
6610	0xf03	USDPLN 	3.7	3.698	 Sell	New
6611	0xf03	USDPLN 	3.7	3.698	 Sell	In_process
6612	0xf03	USDPLN 	3.7	3.698	 Sell	Fill
6613	0x650	GBRJPY 	143.61	144.370	Buy	New
6614	0x650	GBRJPY 	143.61	144.370	Buy	In_process
6615	0x650	GBRJPY 	143.61	144.370	Buy	 Cansel
6616	0x9af	EURPLN 	4.5	4.488	 Sell	New
6617	0x9af	EURPLN 	4.5	4.488	 Sell	In_process
6618	0x9af	EURPLN 	4.5	4.488	 Sell	Fill
6619	0xb10	EURJPY 	126.39	126.390	 Sell	New
6620	0xb10	EURJPY 	126.39	126.390	 Sell	In_process
6621	0xb10	EURJPY 	126.39	126.390	 Sell	 Cansel
6622	0xed8	USDCAD 	0.78	0.876	Buy	New
6623	0xed8	USDCAD 	0.78	0.876	Buy	In_process
6624	0xed8	USDCAD 	0.78	0.876	Buy	Fill
6625	0xc3d	EURUSD 	1.2	1.177	 Sell	New
6626	0xc3d	EURUSD 	1.2	1.177	 Sell	In_process
6627	0xc3d	EURUSD 	1.2	1.177	 Sell	Fill
6628	0x14d3	GBPUSD 	1.37	1.337	Buy	New
6629	0x14d3	GBPUSD 	1.37	1.337	Buy	In_process
6630	0x14d3	GBPUSD 	1.37	1.337	Buy	Fill
6631	0x572	AUDUSD 	0.76	0.847	Buy	New
6632	0x572	AUDUSD 	0.76	0.847	Buy	In_process
6633	0x572	AUDUSD 	0.76	0.847	Buy	Fill
6634	0xcaf	EURUSD 	1.2	1.178	 Sell	New
6635	0xcaf	EURUSD 	1.2	1.178	 Sell	In_process
6636	0xcaf	EURUSD 	1.2	1.178	 Sell	Fill
6637	0x1491	USDJPY 	105.02	105.020	Buy	New
6638	0x1491	USDJPY 	105.02	105.020	Buy	In_process
6639	0x1491	USDJPY 	105.02	105.020	Buy	Fill
6640	0x1d9	USDCAD 	0.78	0.875	Buy	New
6641	0x1d9	USDCAD 	0.78	0.875	Buy	In_process
6642	0x1d9	USDCAD 	0.78	0.875	Buy	 Cansel
6643	0xb05	USDPLN 	3.7	3.692	 Sell	New
6644	0xb05	USDPLN 	3.7	3.692	 Sell	In_process
6645	0xb05	USDPLN 	3.7	3.692	 Sell	Fill
6646	0xa4a	EURJPY 	126.39	127.070	 Sell	New
6647	0xa4a	EURJPY 	126.39	127.070	 Sell	In_process
6648	0xa4a	EURJPY 	126.39	127.070	 Sell	Fill
6649	0x40d	EURUSD 	1.2	1.178	 Sell	New
6650	0x40d	EURUSD 	1.2	1.178	 Sell	In_process
6651	0x40d	EURUSD 	1.2	1.178	 Sell	Fill
6652	0x73f	USDCAD 	0.78	0.874	Buy	New
6653	0x73f	USDCAD 	0.78	0.874	Buy	In_process
6654	0x73f	USDCAD 	0.78	0.874	Buy	 PartialFill
6655	0xdb9	USDCAD 	0.78	0.872	Buy	New
6656	0xdb9	USDCAD 	0.78	0.872	Buy	In_process
6657	0xdb9	USDCAD 	0.78	0.872	Buy	 Cansel
6658	0xc0e	AUDUSD 	0.76	0.846	Buy	New
6659	0xc0e	AUDUSD 	0.76	0.846	Buy	In_process
6660	0xc0e	AUDUSD 	0.76	0.846	Buy	Fill
6661	0x15d	GBRJPY 	143.61	144.350	 Sell	New
6662	0x15d	GBRJPY 	143.61	144.350	 Sell	In_process
6663	0x15d	GBRJPY 	143.61	144.350	 Sell	Fill
6664	0x723	USDPLN 	3.7	3.697	 Sell	New
6665	0x723	USDPLN 	3.7	3.697	 Sell	In_process
6666	0x723	USDPLN 	3.7	3.697	 Sell	 PartialFill
6667	0x221	USDPLN 	3.7	3.699	 Sell	New
6668	0x221	USDPLN 	3.7	3.699	 Sell	In_process
6669	0x221	USDPLN 	3.7	3.699	 Sell	 PartialFill
6670	0x111a	USDCAD 	0.78	0.873	Buy	New
6671	0x111a	USDCAD 	0.78	0.873	Buy	In_process
6672	0x111a	USDCAD 	0.78	0.873	Buy	Fill
6673	0xe43	EURJPY 	126.39	127.070	 Sell	New
6674	0xe43	EURJPY 	126.39	127.070	 Sell	In_process
6675	0xe43	EURJPY 	126.39	127.070	 Sell	 Cansel
6676	0x15bc	EURJPY 	126.39	127.040	 Sell	New
6677	0x15bc	EURJPY 	126.39	127.040	 Sell	In_process
6678	0x15bc	EURJPY 	126.39	127.040	 Sell	 PartialFill
6679	0x700	EURPLN 	4.5	4.483	 Sell	New
6680	0x700	EURPLN 	4.5	4.483	 Sell	In_process
6681	0x700	EURPLN 	4.5	4.483	 Sell	Fill
6682	0xb5e	EURPLN 	4.5	4.488	 Sell	New
6683	0xb5e	EURPLN 	4.5	4.488	 Sell	In_process
6684	0xb5e	EURPLN 	4.5	4.488	 Sell	 PartialFill
6685	0x1769	USDCAD 	0.78	0.873	Buy	New
6686	0x1769	USDCAD 	0.78	0.873	Buy	In_process
6687	0x1769	USDCAD 	0.78	0.873	Buy	Fill
6688	0x1285	EURCHF 	1.08	1.080	 Sell	New
6689	0x1285	EURCHF 	1.08	1.080	 Sell	In_process
6690	0x1285	EURCHF 	1.08	1.080	 Sell	Fill
6691	0x162f	GBRJPY 	143.61	144.350	 Sell	New
6692	0x162f	GBRJPY 	143.61	144.350	 Sell	In_process
6693	0x162f	GBRJPY 	143.61	144.350	 Sell	Fill
6694	0x728	EURPLN 	4.5	4.483	 Sell	New
6695	0x728	EURPLN 	4.5	4.483	 Sell	In_process
6696	0x728	EURPLN 	4.5	4.483	 Sell	 PartialFill
6697	0x433	EURPLN 	4.5	4.487	 Sell	New
6698	0x433	EURPLN 	4.5	4.487	 Sell	In_process
6699	0x433	EURPLN 	4.5	4.487	 Sell	 PartialFill
6700	0x16fb	GBRJPY 	143.61	144.370	Buy	New
6701	0x16fb	GBRJPY 	143.61	144.370	Buy	In_process
6702	0x16fb	GBRJPY 	143.61	144.370	Buy	Fill
6703	0x146f	USDCAD 	0.78	0.874	Buy	New
6704	0x146f	USDCAD 	0.78	0.874	Buy	In_process
6705	0x146f	USDCAD 	0.78	0.874	Buy	 PartialFill
6706	0xb80	AUDUSD 	0.76	0.846	Buy	New
6707	0xb80	AUDUSD 	0.76	0.846	Buy	In_process
6708	0xb80	AUDUSD 	0.76	0.846	Buy	 Cansel
6709	0xdc2	GBRJPY 	143.61	144.390	Buy	New
6710	0xdc2	GBRJPY 	143.61	144.390	Buy	In_process
6711	0xdc2	GBRJPY 	143.61	144.390	Buy	 Cansel
6712	0xfc8	USDCHF 	0.9	0.856	Buy	New
6713	0xfc8	USDCHF 	0.9	0.856	Buy	In_process
6714	0xfc8	USDCHF 	0.9	0.856	Buy	Fill
6715	0x10b1	EURJPY 	126.39	127.120	 Sell	New
6716	0x10b1	EURJPY 	126.39	127.120	 Sell	In_process
6717	0x10b1	EURJPY 	126.39	127.120	 Sell	 Cansel
6718	0x123f	AUDUSD 	0.76	0.851	Buy	New
6719	0x123f	AUDUSD 	0.76	0.851	Buy	In_process
6720	0x123f	AUDUSD 	0.76	0.851	Buy	 Cansel
6721	0x10ee	USDCHF 	0.9	0.862	Buy	New
6722	0x10ee	USDCHF 	0.9	0.862	Buy	In_process
6723	0x10ee	USDCHF 	0.9	0.862	Buy	 Cansel
6724	0x13c6	USDCHF 	0.9	0.862	Buy	New
6725	0x13c6	USDCHF 	0.9	0.862	Buy	In_process
6726	0x13c6	USDCHF 	0.9	0.862	Buy	Fill
6727	0xcb7	EURJPY 	126.39	127.030	 Sell	New
6728	0xcb7	EURJPY 	126.39	127.030	 Sell	In_process
6729	0xcb7	EURJPY 	126.39	127.030	 Sell	 PartialFill
6730	0x26	EURJPY 	126.39	127.110	 Sell	New
6731	0x26	EURJPY 	126.39	127.110	 Sell	In_process
6732	0x26	EURJPY 	126.39	127.110	 Sell	 Cansel
6733	0x14bf	USDCHF 	0.9	0.859	Buy	New
6734	0x14bf	USDCHF 	0.9	0.859	Buy	In_process
6735	0x14bf	USDCHF 	0.9	0.859	Buy	 PartialFill
6736	0x14e5	USDCHF 	0.9	0.900	Buy	New
6737	0x14e5	USDCHF 	0.9	0.900	Buy	In_process
6738	0x14e5	USDCHF 	0.9	0.900	Buy	Fill
6739	0xce6	EURCHF 	1.08	1.136	 Sell	New
6740	0xce6	EURCHF 	1.08	1.136	 Sell	In_process
6741	0xce6	EURCHF 	1.08	1.136	 Sell	 PartialFill
6742	0x139c	GBRJPY 	143.61	144.400	Buy	New
6743	0x139c	GBRJPY 	143.61	144.400	Buy	In_process
6744	0x139c	GBRJPY 	143.61	144.400	Buy	 PartialFill
6745	0x130e	USDCAD 	0.78	0.780	Buy	New
6746	0x130e	USDCAD 	0.78	0.780	Buy	In_process
6747	0x130e	USDCAD 	0.78	0.780	Buy	 PartialFill
6748	0x7b8	EURUSD 	1.2	1.176	 Sell	New
6749	0x7b8	EURUSD 	1.2	1.176	 Sell	In_process
6750	0x7b8	EURUSD 	1.2	1.176	 Sell	 PartialFill
6751	0x105d	GBPUSD 	1.37	1.335	Buy	New
6752	0x105d	GBPUSD 	1.37	1.335	Buy	In_process
6753	0x105d	GBPUSD 	1.37	1.335	Buy	 PartialFill
6754	0x732	GBRJPY 	143.61	144.360	 Sell	New
6755	0x732	GBRJPY 	143.61	144.360	 Sell	In_process
6756	0x732	GBRJPY 	143.61	144.360	 Sell	Fill
6757	0x857	EURCHF 	1.08	1.141	 Sell	New
6758	0x857	EURCHF 	1.08	1.141	 Sell	In_process
6759	0x857	EURCHF 	1.08	1.141	 Sell	 Cansel
6760	0xb02	USDPLN 	3.7	3.697	 Sell	New
6761	0xb02	USDPLN 	3.7	3.697	 Sell	In_process
6762	0xb02	USDPLN 	3.7	3.697	 Sell	 Cansel
6763	0x90c	GBRJPY 	143.61	144.360	 Sell	New
6764	0x90c	GBRJPY 	143.61	144.360	 Sell	In_process
6765	0x90c	GBRJPY 	143.61	144.360	 Sell	Fill
6766	0xec3	GBPUSD 	1.37	1.341	Buy	New
6767	0xec3	GBPUSD 	1.37	1.341	Buy	In_process
6768	0xec3	GBPUSD 	1.37	1.341	Buy	Fill
6769	0x38b	USDPLN 	3.7	3.696	 Sell	New
6770	0x38b	USDPLN 	3.7	3.696	 Sell	In_process
6771	0x38b	USDPLN 	3.7	3.696	 Sell	Fill
6772	0xe1	EURCHF 	1.08	1.136	 Sell	New
6773	0xe1	EURCHF 	1.08	1.136	 Sell	In_process
6774	0xe1	EURCHF 	1.08	1.136	 Sell	 Cansel
6775	0x341	EURUSD 	1.2	1.179	 Sell	New
6776	0x341	EURUSD 	1.2	1.179	 Sell	In_process
6777	0x341	EURUSD 	1.2	1.179	 Sell	Fill
6778	0x11b3	EURCHF 	1.08	1.080	 Sell	New
6779	0x11b3	EURCHF 	1.08	1.080	 Sell	In_process
6780	0x11b3	EURCHF 	1.08	1.080	 Sell	Fill
6781	0x66c	EURCHF 	1.08	1.137	 Sell	New
6782	0x66c	EURCHF 	1.08	1.137	 Sell	In_process
6783	0x66c	EURCHF 	1.08	1.137	 Sell	 Cansel
6784	0x1547	EURUSD 	1.2	1.200	 Sell	New
6785	0x1547	EURUSD 	1.2	1.200	 Sell	In_process
6786	0x1547	EURUSD 	1.2	1.200	 Sell	 PartialFill
6787	0x604	EURUSD 	1.2	1.177	 Sell	New
6788	0x604	EURUSD 	1.2	1.177	 Sell	In_process
6789	0x604	EURUSD 	1.2	1.177	 Sell	 PartialFill
6790	0x1f2	USDCAD 	0.78	0.871	Buy	New
6791	0x1f2	USDCAD 	0.78	0.871	Buy	In_process
6792	0x1f2	USDCAD 	0.78	0.871	Buy	Fill
6793	0x155f	EURPLN 	4.5	4.485	 Sell	New
6794	0x155f	EURPLN 	4.5	4.485	 Sell	In_process
6795	0x155f	EURPLN 	4.5	4.485	 Sell	Fill
6796	0xff4	USDPLN 	3.7	3.697	 Sell	New
6797	0xff4	USDPLN 	3.7	3.697	 Sell	In_process
6798	0xff4	USDPLN 	3.7	3.697	 Sell	 PartialFill
6799	0xb2e	EURJPY 	126.39	127.030	 Sell	New
6800	0xb2e	EURJPY 	126.39	127.030	 Sell	In_process
6801	0xb2e	EURJPY 	126.39	127.030	 Sell	 PartialFill
6802	0x389	GBPUSD 	1.37	1.337	Buy	New
6803	0x389	GBPUSD 	1.37	1.337	Buy	In_process
6804	0x389	GBPUSD 	1.37	1.337	Buy	 Cansel
6805	0xd	GBRJPY 	143.61	144.430	Buy	New
6806	0xd	GBRJPY 	143.61	144.430	Buy	In_process
6807	0xd	GBRJPY 	143.61	144.430	Buy	Fill
6808	0xa65	AUDUSD 	0.76	0.843	Buy	New
6809	0xa65	AUDUSD 	0.76	0.843	Buy	In_process
6810	0xa65	AUDUSD 	0.76	0.843	Buy	 Cansel
6811	0xf3b	GBRJPY 	143.61	144.380	Buy	New
6812	0xf3b	GBRJPY 	143.61	144.380	Buy	In_process
6813	0xf3b	GBRJPY 	143.61	144.380	Buy	 Cansel
6814	0x5c5	USDPLN 	3.7	3.695	 Sell	New
6815	0x5c5	USDPLN 	3.7	3.695	 Sell	In_process
6816	0x5c5	USDPLN 	3.7	3.695	 Sell	 Cansel
6817	0x1752	AUDUSD 	0.76	0.760	Buy	New
6818	0x1752	AUDUSD 	0.76	0.760	Buy	In_process
6819	0x1752	AUDUSD 	0.76	0.760	Buy	 Cansel
6820	0x8ff	EURJPY 	126.39	127.120	 Sell	New
6821	0x8ff	EURJPY 	126.39	127.120	 Sell	In_process
6822	0x8ff	EURJPY 	126.39	127.120	 Sell	 PartialFill
6823	0x961	USDCHF 	0.9	0.861	Buy	New
6824	0x961	USDCHF 	0.9	0.861	Buy	In_process
6825	0x961	USDCHF 	0.9	0.861	Buy	Fill
6826	0x27f	EURJPY 	126.39	126.390	 Sell	New
6827	0x27f	EURJPY 	126.39	126.390	 Sell	In_process
6828	0x27f	EURJPY 	126.39	126.390	 Sell	 PartialFill
6829	0x890	USDJPY 	105.02	105.550	 Sell	New
6830	0x890	USDJPY 	105.02	105.550	 Sell	In_process
6831	0x890	USDJPY 	105.02	105.550	 Sell	Fill
6832	0xae1	EURJPY 	126.39	126.390	 Sell	New
6833	0xae1	EURJPY 	126.39	126.390	 Sell	In_process
6834	0xae1	EURJPY 	126.39	126.390	 Sell	Fill
6835	0x131d	EURPLN 	4.5	4.488	 Sell	New
6836	0x131d	EURPLN 	4.5	4.488	 Sell	In_process
6837	0x131d	EURPLN 	4.5	4.488	 Sell	 PartialFill
6838	0xdee	GBPUSD 	1.37	1.341	Buy	New
6839	0xdee	GBPUSD 	1.37	1.341	Buy	In_process
6840	0xdee	GBPUSD 	1.37	1.341	Buy	 Cansel
6841	0xa45	EURCHF 	1.08	1.137	 Sell	New
6842	0xa45	EURCHF 	1.08	1.137	 Sell	In_process
6843	0xa45	EURCHF 	1.08	1.137	 Sell	Fill
6844	0x1fb	GBPUSD 	1.37	1.342	Buy	New
6845	0x1fb	GBPUSD 	1.37	1.342	Buy	In_process
6846	0x1fb	GBPUSD 	1.37	1.342	Buy	 PartialFill
6847	0x15e	GBPUSD 	1.37	1.336	Buy	New
6848	0x15e	GBPUSD 	1.37	1.336	Buy	In_process
6849	0x15e	GBPUSD 	1.37	1.336	Buy	 PartialFill
6850	0x78d	USDPLN 	3.7	3.692	 Sell	New
6851	0x78d	USDPLN 	3.7	3.692	 Sell	In_process
6852	0x78d	USDPLN 	3.7	3.692	 Sell	 Cansel
6853	0x164a	EURPLN 	4.5	4.488	 Sell	New
6854	0x164a	EURPLN 	4.5	4.488	 Sell	In_process
6855	0x164a	EURPLN 	4.5	4.488	 Sell	 Cansel
6856	0x1256	EURUSD 	1.2	1.175	 Sell	New
6857	0x1256	EURUSD 	1.2	1.175	 Sell	In_process
6858	0x1256	EURUSD 	1.2	1.175	 Sell	 PartialFill
6859	0x2b9	USDPLN 	3.7	3.696	 Sell	New
6860	0x2b9	USDPLN 	3.7	3.696	 Sell	In_process
6861	0x2b9	USDPLN 	3.7	3.696	 Sell	 PartialFill
6862	0x8d9	USDCHF 	0.9	0.863	Buy	New
6863	0x8d9	USDCHF 	0.9	0.863	Buy	In_process
6864	0x8d9	USDCHF 	0.9	0.863	Buy	 Cansel
6865	0x1160	USDPLN 	3.7	3.695	 Sell	New
6866	0x1160	USDPLN 	3.7	3.695	 Sell	In_process
6867	0x1160	USDPLN 	3.7	3.695	 Sell	 PartialFill
6868	0x1384	USDCAD 	0.78	0.873	Buy	New
6869	0x1384	USDCAD 	0.78	0.873	Buy	In_process
6870	0x1384	USDCAD 	0.78	0.873	Buy	 PartialFill
6871	0x91e	EURPLN 	4.5	4.485	 Sell	New
6872	0x91e	EURPLN 	4.5	4.485	 Sell	In_process
6873	0x91e	EURPLN 	4.5	4.485	 Sell	 Cansel
6874	0x1637	USDCAD 	0.78	0.872	Buy	New
6875	0x1637	USDCAD 	0.78	0.872	Buy	In_process
6876	0x1637	USDCAD 	0.78	0.872	Buy	 Cansel
6877	0xa78	EURUSD 	1.2	1.181	 Sell	New
6878	0xa78	EURUSD 	1.2	1.181	 Sell	In_process
6879	0xa78	EURUSD 	1.2	1.181	 Sell	 Cansel
6880	0x1719	USDJPY 	105.02	105.550	 Sell	New
6881	0x1719	USDJPY 	105.02	105.550	 Sell	In_process
6882	0x1719	USDJPY 	105.02	105.550	 Sell	 PartialFill
6883	0x920	USDPLN 	3.7	3.700	 Sell	New
6884	0x920	USDPLN 	3.7	3.700	 Sell	In_process
6885	0x920	USDPLN 	3.7	3.700	 Sell	 Cansel
6886	0x170b	EURJPY 	126.39	127.040	 Sell	New
6887	0x170b	EURJPY 	126.39	127.040	 Sell	In_process
6888	0x170b	EURJPY 	126.39	127.040	 Sell	Fill
6889	0x354	EURUSD 	1.2	1.173	Buy	New
6890	0x354	EURUSD 	1.2	1.173	Buy	In_process
6891	0x354	EURUSD 	1.2	1.173	Buy	 PartialFill
6892	0x1d6	EURJPY 	126.39	127.110	 Sell	New
6893	0x1d6	EURJPY 	126.39	127.110	 Sell	In_process
6894	0x1d6	EURJPY 	126.39	127.110	 Sell	 Cansel
6895	0x9c7	GBRJPY 	143.61	144.380	Buy	New
6896	0x9c7	GBRJPY 	143.61	144.380	Buy	In_process
6897	0x9c7	GBRJPY 	143.61	144.380	Buy	 Cansel
6898	0x1500	EURJPY 	126.39	127.120	 Sell	New
6899	0x1500	EURJPY 	126.39	127.120	 Sell	In_process
6900	0x1500	EURJPY 	126.39	127.120	 Sell	Fill
6901	0x59	EURJPY 	126.39	127.100	 Sell	New
6902	0x59	EURJPY 	126.39	127.100	 Sell	In_process
6903	0x59	EURJPY 	126.39	127.100	 Sell	 PartialFill
6904	0x1222	EURPLN 	4.5	4.485	 Sell	New
6905	0x1222	EURPLN 	4.5	4.485	 Sell	In_process
6906	0x1222	EURPLN 	4.5	4.485	 Sell	 PartialFill
6907	0x4ec	EURUSD 	1.2	1.175	 Sell	New
6908	0x4ec	EURUSD 	1.2	1.175	 Sell	In_process
6909	0x4ec	EURUSD 	1.2	1.175	 Sell	Fill
6910	0x4a9	EURPLN 	4.5	4.483	 Sell	New
6911	0x4a9	EURPLN 	4.5	4.483	 Sell	In_process
6912	0x4a9	EURPLN 	4.5	4.483	 Sell	Fill
6913	0xa6	GBRJPY 	143.61	144.350	 Sell	New
6914	0xa6	GBRJPY 	143.61	144.350	 Sell	In_process
6915	0xa6	GBRJPY 	143.61	144.350	 Sell	Fill
6916	0x28e	GBRJPY 	143.61	143.610	Buy	New
6917	0x28e	GBRJPY 	143.61	143.610	Buy	In_process
6918	0x28e	GBRJPY 	143.61	143.610	Buy	Fill
6919	0xec6	EURJPY 	126.39	127.060	 Sell	New
6920	0xec6	EURJPY 	126.39	127.060	 Sell	In_process
6921	0xec6	EURJPY 	126.39	127.060	 Sell	 Cansel
6922	0x4c9	EURJPY 	126.39	127.070	 Sell	New
6923	0x4c9	EURJPY 	126.39	127.070	 Sell	In_process
6924	0x4c9	EURJPY 	126.39	127.070	 Sell	 PartialFill
6925	0xde6	EURCHF 	1.08	1.139	 Sell	New
6926	0xde6	EURCHF 	1.08	1.139	 Sell	In_process
6927	0xde6	EURCHF 	1.08	1.139	 Sell	Fill
6928	0x6f5	GBPUSD 	1.37	1.338	Buy	New
6929	0x6f5	GBPUSD 	1.37	1.338	Buy	In_process
6930	0x6f5	GBPUSD 	1.37	1.338	Buy	Fill
6931	0x6d0	GBPUSD 	1.37	1.337	Buy	New
6932	0x6d0	GBPUSD 	1.37	1.337	Buy	In_process
6933	0x6d0	GBPUSD 	1.37	1.337	Buy	 Cansel
6934	0xf39	EURUSD 	1.2	1.175	 Sell	New
6935	0xf39	EURUSD 	1.2	1.175	 Sell	In_process
6936	0xf39	EURUSD 	1.2	1.175	 Sell	 Cansel
6937	0x4f1	EURCHF 	1.08	1.138	 Sell	New
6938	0x4f1	EURCHF 	1.08	1.138	 Sell	In_process
6939	0x4f1	EURCHF 	1.08	1.138	 Sell	Fill
6940	0x6bb	EURJPY 	126.39	127.080	 Sell	New
6941	0x6bb	EURJPY 	126.39	127.080	 Sell	In_process
6942	0x6bb	EURJPY 	126.39	127.080	 Sell	Fill
6943	0x687	USDCAD 	0.78	0.873	Buy	New
6944	0x687	USDCAD 	0.78	0.873	Buy	In_process
6945	0x687	USDCAD 	0.78	0.873	Buy	 Cansel
6946	0x8ba	GBRJPY 	143.61	144.370	Buy	New
6947	0x8ba	GBRJPY 	143.61	144.370	Buy	In_process
6948	0x8ba	GBRJPY 	143.61	144.370	Buy	 PartialFill
6949	0x48a	USDJPY 	105.02	105.550	 Sell	New
6950	0x48a	USDJPY 	105.02	105.550	 Sell	In_process
6951	0x48a	USDJPY 	105.02	105.550	 Sell	Fill
6952	0xb8b	USDCAD 	0.78	0.873	Buy	New
6953	0xb8b	USDCAD 	0.78	0.873	Buy	In_process
6954	0xb8b	USDCAD 	0.78	0.873	Buy	Fill
6955	0x1250	EURUSD 	1.2	1.173	Buy	New
6956	0x1250	EURUSD 	1.2	1.173	Buy	In_process
6957	0x1250	EURUSD 	1.2	1.173	Buy	 Cansel
6958	0x3d	EURJPY 	126.39	127.060	 Sell	New
6959	0x3d	EURJPY 	126.39	127.060	 Sell	In_process
6960	0x3d	EURJPY 	126.39	127.060	 Sell	Fill
6961	0x68a	EURJPY 	126.39	126.390	 Sell	New
6962	0x68a	EURJPY 	126.39	126.390	 Sell	In_process
6963	0x68a	EURJPY 	126.39	126.390	 Sell	 PartialFill
6964	0x9f8	EURJPY 	126.39	127.050	 Sell	New
6965	0x9f8	EURJPY 	126.39	127.050	 Sell	In_process
6966	0x9f8	EURJPY 	126.39	127.050	 Sell	Fill
6967	0x118f	EURPLN 	4.5	4.484	 Sell	New
6968	0x118f	EURPLN 	4.5	4.484	 Sell	In_process
6969	0x118f	EURPLN 	4.5	4.484	 Sell	 PartialFill
6970	0xf3f	USDCHF 	0.9	0.855	Buy	New
6971	0xf3f	USDCHF 	0.9	0.855	Buy	In_process
6972	0xf3f	USDCHF 	0.9	0.855	Buy	Fill
6973	0x76d	EURPLN 	4.5	4.482	 Sell	New
6974	0x76d	EURPLN 	4.5	4.482	 Sell	In_process
6975	0x76d	EURPLN 	4.5	4.482	 Sell	Fill
6976	0x90a	EURJPY 	126.39	127.120	 Sell	New
6977	0x90a	EURJPY 	126.39	127.120	 Sell	In_process
6978	0x90a	EURJPY 	126.39	127.120	 Sell	 Cansel
6979	0xdef	EURPLN 	4.5	4.486	 Sell	New
6980	0xdef	EURPLN 	4.5	4.486	 Sell	In_process
6981	0xdef	EURPLN 	4.5	4.486	 Sell	 Cansel
6982	0xaaf	USDCHF 	0.9	0.859	Buy	New
6983	0xaaf	USDCHF 	0.9	0.859	Buy	In_process
6984	0xaaf	USDCHF 	0.9	0.859	Buy	 Cansel
6985	0x1624	USDCHF 	0.9	0.855	Buy	New
6986	0x1624	USDCHF 	0.9	0.855	Buy	In_process
